id,y
1,92.81275939941406
2,111.0273666381836
3,92.16666412353516
4,78.76956176757812
5,111.79850769042969
8,90.35929107666016
10,109.20372772216797
11,94.77882385253906
12,115.409912109375
14,93.07450103759766
15,114.32893371582031
16,106.91020202636719
17,106.17388916015625
19,93.9300765991211
20,103.06133270263672
21,108.81797790527344
22,118.13133239746094
23,106.17388916015625
26,94.7553482055664
28,110.90998077392578
29,106.17388916015625
33,106.17388916015625
35,94.18128204345703
41,94.72126007080078
42,93.91197967529297
43,114.76444244384766
45,102.08584594726562
46,103.4662857055664
51,94.66315460205078
53,81.4339370727539
55,114.41851806640625
56,94.16728973388672
57,104.58924865722656
58,94.39035034179688
59,104.02851104736328
63,112.87406158447266
64,93.86965942382812
65,102.93392944335938
69,93.05342864990234
71,96.71842956542969
72,105.57556915283203
73,94.63792419433594
76,104.48499298095703
77,106.83889770507812
78,113.83930969238281
82,94.12886047363281
83,102.93392944335938
84,93.56693267822266
85,103.26995849609375
87,112.64176940917969
88,94.72126007080078
89,114.7387924194336
91,94.01791381835938
93,94.78202056884766
94,103.1566162109375
95,93.41879272460938
96,111.96660614013672
97,93.06481170654297
98,111.71063995361328
99,93.93022155761719
101,104.41098022460938
103,114.7387924194336
104,93.91200256347656
105,111.94805145263672
110,93.7703628540039
111,113.82917785644531
113,113.55064392089844
114,94.24513244628906
115,113.02823638916016
117,114.7387924194336
120,94.39659881591797
121,112.62350463867188
122,93.81010437011719
123,116.3912353515625
126,113.00956726074219
132,113.35797882080078
135,103.41378021240234
137,103.60580444335938
138,94.20803833007812
140,94.19701385498047
142,112.43104553222656
144,113.08219146728516
148,92.7428970336914
149,111.77621459960938
155,93.29310607910156
156,112.38069915771484
157,93.06481170654297
162,111.99720001220703
163,94.92306518554688
167,93.66423034667969
172,114.76444244384766
179,113.05541229248047
180,94.14497375488281
181,111.54024505615234
182,97.23162078857422
183,114.7387924194336
185,114.7387924194336
187,112.91365051269531
188,94.10363006591797
189,94.81391906738281
191,93.59424591064453
192,111.44441986083984
193,94.62779235839844
194,113.25642395019531
195,93.18006134033203
196,112.9456558227539
198,96.00590515136719
199,112.83131408691406
201,103.26104736328125
204,94.06907653808594
205,108.21774291992188
206,93.74369812011719
210,94.28330993652344
211,104.41098022460938
216,113.65303039550781
219,115.409912109375
220,93.62895202636719
221,111.54651641845703
226,111.54024505615234
227,94.01896667480469
228,112.66112518310547
230,112.66910552978516
231,93.06481170654297
