id,y
1,79.72772979736328
2,101.7673568725586
3,89.22415161132812
4,80.19794464111328
5,96.15161895751953
8,90.8056411743164
10,97.63838195800781
11,96.40000915527344
12,103.40653991699219
14,113.41638946533203
15,101.07548522949219
16,101.71556091308594
17,107.01588439941406
19,101.98667907714844
20,93.22687530517578
21,108.07622528076172
22,103.28544616699219
23,107.1587142944336
26,99.19892883300781
28,104.30331420898438
29,107.1587142944336
33,107.1587142944336
35,97.9272689819336
41,106.92948150634766
42,93.0495834350586
43,99.07830810546875
45,96.44927215576172
46,95.47663116455078
51,105.18624114990234
53,86.81182098388672
55,98.20320129394531
56,112.00863647460938
57,108.74132537841797
58,106.73521423339844
59,93.13208770751953
63,102.70423889160156
64,93.05925750732422
65,93.76673126220703
69,110.66635131835938
71,94.04905700683594
72,99.9199447631836
73,100.52972412109375
76,93.25003814697266
77,94.72358703613281
78,109.30747985839844
82,104.47481536865234
83,93.76673126220703
84,113.6708755493164
85,106.83650207519531
87,103.408935546875
88,106.92948150634766
89,93.61741638183594
91,96.9139633178711
93,110.61859893798828
94,96.26698303222656
95,142.85403442382812
96,101.44514465332031
97,91.6760025024414
98,97.0394287109375
99,112.01781463623047
101,108.5369644165039
103,93.61741638183594
104,95.35881042480469
105,103.22027587890625
110,115.48808288574219
111,99.75762939453125
113,96.90185546875
114,93.08114624023438
115,106.59530639648438
117,93.61741638183594
120,108.3713607788086
121,103.16961669921875
122,93.58365631103516
123,105.30233764648438
126,100.99689483642578
132,106.05886840820312
135,107.30921936035156
137,105.31283569335938
138,92.79084777832031
140,112.0638198852539
142,116.32453918457031
144,99.89899444580078
148,109.27658081054688
149,98.02478790283203
155,96.5354995727539
156,100.43598937988281
157,91.6760025024414
162,102.45274353027344
163,104.18940734863281
167,95.80926513671875
172,99.07830810546875
179,102.43315887451172
180,92.00996398925781
181,105.24431610107422
182,98.3826675415039
183,93.61741638183594
185,93.61741638183594
187,98.58726501464844
188,101.0468978881836
189,99.37306213378906
191,99.37484741210938
192,108.98216247558594
193,94.44361114501953
194,109.43010711669922
195,103.88773345947266
196,93.55607604980469
198,111.11116790771484
199,100.3567123413086
201,91.4949722290039
204,92.58843994140625
205,103.79291534423828
206,109.94692993164062
210,107.31312561035156
211,108.5369644165039
216,101.1849136352539
219,103.40653991699219
220,92.13516235351562
221,108.67969512939453
226,105.24431610107422
227,102.55194091796875
228,102.54818725585938
230,101.51667022705078
231,91.6760025024414
235,103.2008285522461
236,113.42185974121094
238,107.28282928466797
242,93.44313049316406
243,96.99275970458984
244,78.9001693725586
245,109.19512176513672
247,97.68699645996094
248,92.89956665039062
249,92.11083984375
250,108.04197692871094
251,113.42185974121094
253,103.2008285522461
254,103.02869415283203
256,94.21398162841797
257,91.25523376464844
258,105.99840545654297
259,112.19486236572266
262,95.86961364746094
266,145.46810913085938
267,96.58102416992188
272,100.03839111328125
273,93.61741638183594
275,99.3280029296875
276,104.32862854003906
279,105.5234603881836
280,93.76673126220703
283,95.06440734863281
285,100.94658660888672
288,93.61741638183594
289,102.60765838623047
290,91.72364044189453
291,105.5718002319336
292,96.9303207397461
293,96.71778106689453
296,98.63787841796875
297,96.77386474609375
298,109.84925842285156
299,104.47481536865234
304,90.32881927490234
305,101.86642456054688
306,97.08390045166016
307,105.2961196899414
311,103.1565933227539
313,105.39704895019531
314,103.56719207763672
316,115.75782775878906
324,110.35887908935547
327,102.52559661865234
329,91.1124496459961
330,109.3193359375
337,94.36799621582031
338,101.59719848632812
339,95.39498901367188
340,95.70542907714844
343,93.17483520507812
345,101.25150299072266
346,106.58081817626953
347,97.43726348876953
349,112.07315826416016
350,93.08961486816406
352,95.82362365722656
353,94.38971710205078
354,82.25313568115234
357,96.33104705810547
358,105.43528747558594
362,98.62110137939453
364,112.81181335449219
365,102.57928466796875
366,109.45885467529297
367,100.16925811767578
368,94.01181030273438
370,81.6263427734375
373,105.78304290771484
377,100.75196075439453
378,96.84888458251953
382,93.25003814697266
384,101.48606872558594
390,146.2887420654297
392,97.36335754394531
393,118.53995513916016
395,93.65454864501953
396,93.50420379638672
399,82.63267517089844
406,105.39704895019531
408,105.39704895019531
409,91.67647552490234
410,80.39247131347656
412,104.09217071533203
413,91.61980438232422
419,145.05670166015625
420,99.66510772705078
421,91.87784576416016
430,120.9446792602539
434,101.50608825683594
436,101.05451965332031
437,111.86782836914062
438,92.2413101196289
439,100.68672180175781
440,112.74372863769531
443,95.03620910644531
